Dam ID,Dam Name,Other Dam Names,NID ID,WDID,Administration Type,Physical Status,Div,WD,County,PM,Township,Range,Section,Q160,Q40,UTM x,UTM y,Latitude,Longitude,Location Accuracy,Stream,Downstream Town,Town Distance,Year Completed,Purposes,Federal Land,Federal Regulations,Dam Type,Dam Length,Dam Height,Crest Elevation,Normal Storage,Surface Area,Drainage Area,Spillway Capacity,Outlet Description,Outlet Capacity,Outlet Inspection Date,Hazard Class,EAP,EAP Date,EAP Inundation Map,Inundation Map Date,Last Inspection Date,Overall Conditions,Safe Storage,Inspector,Current Restrictions,Primary Name,Primary Contact,Assigned To,Modified,More Information,
"470313","BURNESON","","","","Non-Jurisdictional Dam","Active","6","47","JACKSON","S","12.0 N","82.0 W","35","","","","","","","","","","","","","","","","375.00","12.00","","","","","","","","","Low","","","No","","","","","","No","","","","06/19/2020 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/470313",
"470314","SPRING CREEK RESERVOIR","","CO03024","","Jurisdictional Dam","Active","6","47","JACKSON","S","8.0 N","78.0 W","31","NE","SW","399858.7","4497415.4","40.621506","-106.183966","User supplied","","","","1983","","","Y","","550.00","19.00","","20","14","","","","","","Low","","","No","","","","","","No","U.S. BUREAU OF LAND MANAGEMENT","","","02/07/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/470314",
"480101","JOHNSON","HOHNHOLTZ, HOHNHOLTZ #3","CO00375","","Jurisdictional Dam","Active","1","48","LARIMER","S","11.0 N","77.0 W","2","SW","SW","414941.2","4533328.5","40.946671","-106.010573","GPS","SLOUGH CREEK","WOODS LANDING WYOMING","12","1944","IFF","N","N","RE","450.00","8.00","7904.00","133","44","276","2600.00","18 CMP","15.00","","Low","Not Required","","No","","05/14/2021","Unsatisfactory","Continue Existing Restriction","KEB","YES","DEBBI PINARDI (PINARDI, DEBBY)","DEBBY PINARDI","KEB","07/07/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/480101",
"480102","LARAMIE LAKE","","CO02090","","Jurisdictional Dam","Active","1","48","LARIMER","S","8.0 N","75.0 W","31","SE","NE","428758.8","4496546.0","40.616676","-105.842228","GPS","LARAMIE RIVER","FORT COLLINS","34","1890","R","N","N","RE","420.00","12.00","0.00","340","46","0","48.00","24 CMP","41.00","","N","No","","No","","","","","","No","","","","","https://dwr.state.co.us/Tools/DamSafety/Details/480102",
"480103","LITTLE HOHNHOLTZ","HOHNHOLTZ #2","CO00376","","Jurisdictional Dam","Active","1","48","LARIMER","S","11.0 N","77.0 W","11","NE","NE","416057.7","4532760.6","40.941680","-105.997228","GPS","LARAMIE RIVER","WOODS LANDING, WY","12","1969","RF","N","N","RE","250.00","18.00","7915.00","129","19","88","8175.00","10 GSP","40.00","07/27/1988","Low","Not Required","","No","","05/14/2021","Conditionally Satisfactory","Conditional Full Storage","KEB","No","DEBBI PINARDI (PINARDI, DEBBY)","DEBBY PINARDI","KEB","07/06/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/480103",
"480104","LILY LAKE","","","","Non-Jurisdictional Dam","Active","1","48","LARIMER","S","9.0 N","76.0 W","24","NE","SW","426704.6","4509557.5","40.733704","-105.868027","GPS","PORTER CREEK","WOODS LANDING","30","","R","N","N","RE","0.00","0.00","0.00","178","60","0","0.00","","0.00","","N","Not Required","","No","","","","","","No","","","KEB","06/29/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/480104",
"480105","LOST LAKE","","CO01152","4803987","Jurisdictional Dam","Active","1","48","LARIMER","S","7.0 N","75.0 W","6","NE","NW","428046.2","4495812.4","40.610002","-105.850573","GPS","JOE WRIGHT CR","FORT COLLINS","39","1929","FF","Y","N","RE","630.00","15.00","9080.00","215","24","102","387.00","","0.00","","Low","Not Required","","No","","08/14/2006","Conditionally Satisfactory","Full Storage","HRK","No","COLORADO PARKS AND WILDLIFE","ERIC EISINGER","KEB","04/08/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/480105",
"480107","EAST LAKE","HOHNHOLTZ #1","","","Non-Jurisdictional Dam","Active","1","48","LARIMER","S","11.0 N","77.0 W","12","NE","NW","417320.4","4532746.3","40.941673","-105.982236","GPS","","","0","","","N","N","RE","16.00","6.40","0.00","24","10","0","0.00","","0.00","","Low","","","No","","07/27/1988","","","","No","U.S. BUREAU OF LAND MANAGEMENT (PAULA LEDFORD)","PAULA LEDFORD","","","https://dwr.state.co.us/Tools/DamSafety/Details/480107",
"490101","BONNY","","CO01300","4903314","Jurisdictional Dam","Active","1","49","YUMA","S","5.0 S","43.0 W","16","NE","NE","742311.0","4390442.0","39.629469","-102.176722","GPS","SOUTH REPUBLICAN RIVER","HALE","1","1951","RCI","N","Y","RE","9200.00","130.00","3742.00","41342","2000","956800","73300.00","56 STEEL PIPE INTO 24 STEEL","150.00","04/08/1997","High","Yes","01/31/2017","Yes","02/01/1988","","","","","No","U.S. BUREAU OF RECLAMATION (KATHERINE STROZINSKI)","KATHERINE STROZINSKI","","03/31/2017 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/490101",
"490103","FLAGLER","","CO00377","","Jurisdictional Dam","Active","1","49","KIT CARSON","S","9.0 S","50.0 W","3","SW","NW","673862.5","4351266.1","39.293335","-102.983906","GPS","S FORK REPUBLICAN RVR","ST. FRANCIS, KANSAS","51","1965","R","N","N","RE","1620.00","28.00","4715.00","1800","180","87680","14000.00","24 CMP","49.00","01/31/2024","High","Yes","10/13/2022","Yes","10/01/2015","06/17/2023","Unsatisfactory","Recommended Restriction","MP3","YES","COLORADO PARKS AND WILDLIFE","ERIC EISINGER","MP3","02/08/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/490103",
"490104","AMY R. FOOTE","AMY R. FOOT RESERVOIR","CO01828","4904475","Jurisdictional Dam","Active","1","49","LINCOLN","S","9.0 S","53.0 W","28","SW","SW","643411.0","4343889.0","39.232468","-103.338432","Digitized","BUFFALO CREEK","ST. FRANCIS, KANSAS","50","1906","CP","N","N","RE","800.00","24.00","5330.00","340","46","5500","4463.00","NONE","0.00","","Low","Not Required","","No","","10/05/2010","Conditionally Satisfactory","Conditional Full Storage","JJF","No","PARKER RANCH & CATTLE CO. (PARKER, PAMELA)","PAMELA PARKER","MP3","03/05/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/490104",
"490106","MCCALLUM","","","4904476","Jurisdictional Dam","Active","1","49","LINCOLN","S","10.0 S","52.0 W","30","NW","SE","650501.6","4334847.0","39.149827","-103.258322","GPS","S. FORK REPUBLICAN RIVER","HALE","75","","","N","N","RE","0.00","17.00","0.00","0","39","0","0.00","","0.00","","N","Not Required","","No","","","","","","No","THOMAS L. TAYLOR","","KEB","01/08/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/490106",
"490108","O BRIEN #1","","CO00379","","Non-Jurisdictional Dam","Active","1","49","YUMA","S","5.0 S","43.0 W","22","NW","NE","742883.8","4389038.5","39.616672","-102.170568","GPS","SOUTH REPUBLICAN RIVER","HALE","1","1959","C","N","N","RE","306.00","11.00","3650.00","15","4","1500","526.00","18 CMP NOT FND","17.00","","Low","Not Required","","No","","05/10/1988","","","","No","JAMES HUTTON","JAMES HUTTON","","07/17/1991 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/490108",
"490110","RUMMING #1","","","4904478","Jurisdictional Dam","Active","1","49","KIT CARSON","S","9.0 S","50.0 W","4","SW","NE","672715.0","4351319.0","39.294042","-102.997186","GPS","S. FORK REPUBLICAN RIVER","HALE","23","","","N","N","RE","0.00","10.00","0.00","11","4","0","0.00","","0.00","","N","No","","No","","","","","","No","","","","","https://dwr.state.co.us/Tools/DamSafety/Details/490110",
"490111","RUMMING #2","","","4904479","Jurisdictional Dam","Active","1","49","KIT CARSON","S","9.0 S","50.0 W","4","SW","NE","672715.0","4351319.0","39.294042","-102.997186","GPS","SPRING CREEK","HALE","23","","","N","N","RE","0.00","10.00","0.00","12","4","0","0.00","","0.00","","N","No","","No","","","","","","No","","","","","https://dwr.state.co.us/Tools/DamSafety/Details/490111",
"490112","VERHOEFF","","CO01829","4904480","Jurisdictional Dam","Active","1","49","KIT CARSON","S","9.0 S","51.0 W","23","NE","NW","666618.7","4347037.3","39.256673","-103.068897","GPS","MUD CREEK","ST. FRANCIS, KANSAS","5","1912","IP","N","N","RE","1800.00","22.00","4845.00","450","63","5161","5800.00","BURIED","0.00","","Low","Not Required","","No","","07/02/2008","Conditionally Satisfactory","Conditional Full Storage","JWR","No","LARRY LEE STRODE","LARRY LEE STRODE","MP3","03/05/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/490112",
"490113","HERMAN FRITZLER EC #1","","CO01830","","Jurisdictional Dam","Active","1","49","KIT CARSON","S","8.0 S","51.0 W","29","NE","SE","661859.5","4354524.3","39.325003","-103.122225","GPS","BUFFALO CREEK","ST. FRANCIS, KANSAS","40","1974","C","N","N","RE","690.00","16.50","4980.00","78","19","685","3400.00","24 CMP *","31.00","","Low","Not Required","","No","","07/02/2008","Satisfactory","Full Storage","JWR","No","HERMAN FRITZLER ETAL (HERMAN FRITZLER)","HERMAN FRITZLER","MP3","03/05/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/490113",
"490114","CHESTER WIESER EC #1","","CO01309","","Jurisdictional Dam","Active","1","49","YUMA","S","5.0 S","45.0 W","15","NW","SE","723688.8","4389197.4","39.623332","-102.393897","GPS","NORTH SAND CREEK","HALE","5","1975","C","N","N","RE","630.00","23.50","3930.00","87","16","2528","3200.00","24 CMP","37.00","","Low","Not Required","","No","","10/05/2010","Conditionally Satisfactory","Conditional Full Storage","JJF","No","DEAN WIESER,  ","DEAN WIESER","JHB","03/05/2013 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/490114",
"500101","ANTELOPE","","CO02114","5003606","Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","80.0 W","20","NW","SW","382377.3","4452167.0","40.211676","-106.382234","GPS","ANTELOPE CR","KREMMLING","9","1915","SPR","N","N","RE","450.00","40.00","7520.00","347","25","2048","207.00","24 CMP, lined with CIPP in 2018. Coating applied to upstream elbow.","48.00","10/19/2015","Low","Not Required","","No","","05/12/2021","Conditionally Satisfactory","Conditional Full Storage","DSM","No","RICHIE, DANIEL L.","DANIEL L. RICHIE","DSM","05/12/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500101",
"500102","CRAVEN","UPPER CRAVEN","CO02115","5003610","Non-Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","81.0 W","30","NE","SE","371983.8","4441602.6","40.115009","-106.502228","GPS","NORTH BURKE SPRING CR","KREMMLING","6","1952","I","N","N","RE","285.00","25.00","8318.00","16","2","1248","152.00","12 CMP with gate removed. (Emergency spillway capacity is questioned due to bank caving and other obstructions, 10/2003.)","9.00","","Low","Not Required","","No","","10/02/2003","Unsatisfactory","Continue Existing Restriction","JRB","No","KURT PETERS","","DSM","04/04/2014 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500102",
"500105","HARTMAN #2 POND","BREEZE LAKE","CO02586","5003661","Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","80.0 W","35","NE","SE","387719.5","4439318.1","40.096676","-106.317225","GPS","STAR GULCH","KREMMLING","3","1965","FP","N","N","RE","215.00","26.00","7600.00","32","5","2253","520.00","18 CMP","38.00","","Low","Not Required","","No","","10/18/2018","Satisfactory","Full Storage","DSM","No","CAROL PETERSEN, PETE & CAROL ","PETE & CAROL CAROL PETERSEN","DSM","10/18/2018 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500105",
"500106","HEINI","","CO02116","5003616","Non-Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","81.0 W","27","NW","SW","376108.7","4450601.8","40.196678","-106.455568","GPS","PINTO CREEK","KREMMLING","9","1904","I","N","N","RE","100.00","12.00","7520.00","40","10","0","50.00","18 CMP","17.00","","Low","Not Required","","No","","08/23/1979","","","","No","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","02/17/2015 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500106",
"500107","HIDDEN VALLEY","","CO00700","5003617","Jurisdictional Dam","Active","5","50","GRAND","S","5.0 N","82.0 W","34","SW","SW","364768.8","4467081.2","40.343335","-106.592229","GPS","LITTLE MUDDY CR","KREMMLING","22","0","I","N","N","RE","366.00","14.00","0.00","90","30","454","908.00","18 CMP","16.00","","N","Not Required","","No","","","","","","No","RABBIT EARS LODGE","","DSM","03/17/2003 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500107",
"500108","HINMAN","","CO02117","5003618","Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","81.0 W","10","SW","NE","375888.5","4445793.4","40.153332","-106.457237","GPS","PASS CREEK","KREMMLING","7","1939","IP","N","N","RE","600.00","30.00","7647.00","600","55","1140","1040.00","18 CMP unusable, 12 CMPin south dam, 8 PIPELINE to sprinkler irrigation.","40.00","","Low","Not Required","","No","","10/30/2023","Conditionally Satisfactory","Conditional Full Storage","DSM","No","FARRELL, VINCE ","VINCE FARRELL","DSM","10/30/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500108",
"500112","MARTIN LILY POND","NORTH MEADOW RESERVOIR","CO02174","5003624","Jurisdictional Dam","Active","5","50","GRAND","S","5.0 N","82.0 W","33","SE","NW","363645.8","4467656.6","40.348339","-106.605569","GPS","LITTLE MUDDY CR","KREMMLING","24","1939","R","Y","N","RE","115.00","20.00","9057.00","612","50","353","484.00","18 THIN-WALLED RIVETED STEEL","18.00","","Low","Not Required","","No","","10/21/2023","Unsatisfactory","Recommended Restriction","DSM","YES","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","04/03/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500112",
"500113","MATHESON","","CO00701","5003625","Jurisdictional Dam","Active","5","50","GRAND","S","4.0 N","80.0 W","24","SE","NE","390171.0","4461301.2","40.295004","-106.292231","GPS","TROUBLESOME CREEK","KREMMLING","25","1951","I","Y","N","RE","192.00","58.00","9063.00","1074","62","8384","3450.00","23 ID STEEL, HORIZONTAL BEND AT DOWNSTREAM END.","72.00","10/09/2019","Significant","Yes","09/03/2019","Yes","03/17/2016","06/20/2023","Unsatisfactory","Continue Existing Restriction","DSM","YES","CIRCLE C RANCH KREMMLING, LLC","DAVID PHELPS","DSM","04/03/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500113",
"500114","MCELROY","","CO00702","5003627","Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","81.0 W","16","SE","NW","374464.9","4444151.4","40.138332","-106.473619","GPS","PASS CREEK","KREMMLING","17","1931","I","N","N","RE","150.00","40.00","7753.00","240","12","10880","3478.00","18 CMP","30.00","","Low","Not Required","","No","","05/15/2019","Satisfactory","Full Storage","DSM","No","FARRELL, VINCE ","VINCE FARRELL","DSM","04/09/2019 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500114",
"500115","MCMAHON #2","RED DIRT RESERVOIR","CO00703","5003629","Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","82.0 W","34","SW","NE","366142.6","4448735.4","40.178332","-106.572227","GPS","RED DIRT CREEK","KREMMLING","18","1913","I","Y","N","RE","987.00","48.00","9061.00","3460","196","8960","1817.00","30 CMP WITH 26 STEEL LINER INSTALLED IN 1999. LIKELY CONTAINS TWO SEEPAGE COLLARS AT THE DOWNSTREAM END, LEFT OVER FROM 1944 DAM ENLARGEMENT. NO FILTER.","104.00","10/22/2020","Significant","Yes","12/10/2002","Yes","05/11/2020","09/01/2023","Conditionally Satisfactory","Conditional Full Storage","DSM","No","MCMAHON RESERVOIR CO. (PINTO VALLEY RANCH)","PINTO VALLEY RANCH","DSM","04/03/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500115",
"500116","MUDDY CREEK","DUMONT LAKE","CO00704","","Jurisdictional Dam","Active","5","50","GRAND","S","5.0 N","82.0 W","8","SW","SE","361773.5","4473613.9","40.401677","-106.628895","GPS","MUDDY CREEK","KREMMLING","27","1954","R","Y","N","RE","483.00","30.00","9518.00","273","35","1344","1992.00","24 CMP","26.00","","Low","Not Required","","No","","10/19/2020","Conditionally Satisfactory","Conditional Full Storage","DSM","No","COLORADO PARKS AND WILDLIFE","ERIC EISINGER","DSM","04/03/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500116",
"500117","OAKS","","CO02118","5003631","Non-Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","81.0 W","7","SW","NE","371786.9","4455115.2","40.236674","-106.507230","GPS","HILL CREEK","KREMMLING","13","1890","I","N","N","RE","250.00","13.10","8400.00","50","10","0","21.00","6 STEEL","3.00","","Low","Not Required","","No","","08/13/1987","","","","No","PENNY LEWIS","","DSM","","https://dwr.state.co.us/Tools/DamSafety/Details/500117",
"500118","PARSONS","CARTER CREEK RESERVOIR","CO00705","5003632","Jurisdictional Dam","Active","5","50","GRAND","S","4.0 N","81.0 W","36","NE","SE","380490.7","4458487.5","40.268341","-106.405568","GPS","CARTER CREEK","KREMMLING","18","1952","IP","N","N","RE","275.00","30.00","8614.00","87","8","3072","203.00","12 CMP","8.00","","Low","Not Required","","No","","09/13/2021","Conditionally Satisfactory","Conditional Full Storage","DSM","No","DIETZ, TERRY ","TERRY DIETZ","DSM","09/14/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500118",
"500119","PEARSON","","","5003634","Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","79.0 W","18","NE","SW","390963.9","4453461.5","40.224501","-106.281570","GPS","ROUND CREEK","KREMMLING","17","","RI","N","N","RE","0.00","0.00","0.00","23","0","0","0.00","","0.00","","N","Not Required","","No","","","","","","No","HILL LAND & CATTLE (HILL, TOM)","TOM HILL","DSM","","https://dwr.state.co.us/Tools/DamSafety/Details/500119",
"500120","RUDOLPH","","CO02175","5003637","Non-Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","81.0 W","6","SW","NE","371666.9","4456411.9","40.248337","-106.508899","GPS","HILL CREEK","KREMMLING","13","1932","I","N","N","RE","330.00","16.00","7970.00","34","6","512","600.00","8 PVC","4.00","","NPH","Not Required","","No","","","","","","No","CHARLES E. DAVISON, JR.","CHARLES E. DAVISON, JR.","DSM","07/25/1994 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500120",
"500121","WHITELEY PEAK","DIAMOND CREEK","CO00706","5003642","Jurisdictional Dam","Active","5","50","GRAND","S","4.0 N","81.0 W","7","NW","NW","371110.4","4465304.2","40.328334","-106.517236","GPS","DIAMOND CR","KREMMLING","21","1941","ISP","N","N","RE","775.00","51.00","8040.60","733","38","11200","3675.00","New outlet in 1980, 24-inch cast iron with grout finish and tar coating.","79.00","10/19/2015","Significant","Yes","04/03/1995","Yes","05/12/2020","10/31/2023","Conditionally Satisfactory","Conditional Full Storage","DSM","No","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","04/04/2024 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500121",
"500122","WOODS","","CO02119","5003643","Non-Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","81.0 W","7","SE","SW","372063.9","4454739.7","40.233339","-106.503900","GPS","DUNNING CREEK","KREMMLING","13","1921","I","N","N","RE","500.00","9.00","8400.00","60","15","250","55.00","15 CMP","15.00","","Low","Not Required","","No","","08/13/1987","","","","No","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","02/17/2015 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500122",
"500123","ALBERT","","CO02283","5003644","Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","82.0 W","2","NW","NE","367994.4","4457215.9","40.255007","-106.552236","GPS","ALBERT CK.","KREMMLING","25","1913","IP","N","N","RE","390.00","24.00","8479.00","125","15","367","62.00","12 CMP","9.00","","Low","Not Required","","No","","10/31/2023","Unsatisfactory","Continue Existing Restriction","DSM","YES","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","05/25/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500123",
"500124","BINCO","","CO02296","5003645","Jurisdictional Dam","Active","5","50","GRAND","S","4.0 N","82.0 W","35","NE","NW","368873.8","4458866.1","40.270005","-106.542229","GPS","ALBERT CREEK","KREMMLING","24","1913","IP","N","N","RE","600.00","44.50","8356.00","312","37","1984","530.00","12 CMP","6.00","07/28/2014","Low","Yes","04/03/1995","No","","05/26/2022","Unsatisfactory","Continue Existing Restriction","DSM","YES","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","05/25/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500124",
"500125","BASIN","","CO02587","5003651","Jurisdictional Dam","Active","5","50","GRAND","S","4.0 N","82.0 W","23","NW","NE","368644.7","4462015.7","40.298338","-106.545568","GPS","MUDDY CREEK","KREMMLING","23","1913","IP","N","N","RE","430.00","22.00","8100.00","60","8","500","252.00","8 STEEL","5.00","","NPH","Not Required","","No","","","","","","No","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","02/17/2015 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500125",
"500126","MILK CREEK","","CO02285","5003655","Jurisdictional Dam","Active","5","50","GRAND","S","4.0 N","82.0 W","34","NE","NW","367176.6","4459081.3","40.271674","-106.562226","GPS","MILK CREEK","KREMMLING","25","1913","I","N","N","RE","465.00","34.00","8343.00","88","8","2350","588.00","12 CMP WITH ULTRALINER; EXTENDED 20+ FT IN 2012 WITH PVC","22.00","","Low","Not Required","","No","","05/26/2022","Satisfactory","Full Storage","DSM","YES","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","05/26/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500126",
"500127","SARACENO","","CO02588","5003650","Non-Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","82.0 W","36","NE","NW","369929.3","4440558.4","40.105282","-106.526124","GPS","PASS CREEK","KREMMLING","18","","R","N","N","RE","500.00","17.00","8780.00","6","3","34","210.00","NONE","0.00","","Low","Not Required","","No","","07/02/1990","","","","No","BURNS, BILL & MARSHA (BILL BURNS)","BILL BURNS","DSM","02/19/1992 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500127",
"500128","BURBACH","","CO02589","","Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","81.0 W","31","NW","NW","370645.0","4440510.0","40.104961","-106.517717","User supplied","BURKE SPRING CREEK","KREMMLING","12","1975","RF","N","N","RE","285.00","24.00","8780.00","13","1","294","82.00","NONE","0.00","","Low","Not Required","","No","","10/19/2015","Conditionally Satisfactory","Conditional Full Storage","DSM","No","FISHER, KARL AND MARY ","KARL AND MARY FISHER","DSM","01/07/2016 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500128",
"500129","KLINGENMEIER","BRRR","CO02590","5003665","Non-Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","82.0 W","36","NW","SE","369327.4","4440013.6","40.100290","-106.533075","GPS","CRAZY MAN CREEK","KREMMLING","12","1959","","N","N","RE","450.00","12.50","8820.00","9","2","16","3.00","NONE","0.00","","NPH","Not Required","","No","","","","","","No","JACK KLINGENMEIER","JACK KLINGENMEIER","DSM","04/06/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500129",
"500130","HEINI-KRAMER","","CO02591","5003649","Jurisdictional Dam","Active","5","50","ROUTT","S","3.0 N","81.0 W","20","NE","SW","373745.9","4452121.0","40.210006","-106.483620","GPS","PINTO","KREMMLING","14","1910","IP","N","N","RE","250.00","18.00","7920.00","20","3","200","110.00","12 CMP","15.00","","NPH","Not Required","","No","","","","","","No","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","02/17/2015 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500130",
"500131","MARTIN","","CO02592","5003646","Jurisdictional Dam","Active","5","50","ROUTT","S","4.0 N","82.0 W","11","NE","NW","368678.3","4465254.1","40.327505","-106.545844","GPS","MUDDY CREEK","KREMMLING","23","1913","IP","N","N","RE","550.00","23.00","8030.00","216","12","1263","496.00","12 & 14 DIP","30.00","","Low","Not Required","","No","","10/31/2023","Conditionally Satisfactory","Conditional Full Storage","DSM","No","PEAK RANCH (HAMMER, DAVE)","DAVE HAMMER","DSM","02/17/2015 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500131",
"500133","RITSCHARD","WOLFORD MOUNTAIN RESERVOIR","CO02788","5003657","Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","81.0 W","25","NE","SW","379389.4","4441265.7","40.113068","-106.415296","GPS","MUDDY CREEK","KREMMLING","5","1995","IS","N","N","RE","1910.00","122.00","7500.00","65985","1550","172160","44432.00","Tower intake with 3 exterior gates, including 96 main sluice gate at the bottom (replaced in 2019); 96 sluice guard gate from tower to conduit; 96 butterfly valve to 54 fixed cone valve at the downstream end; 30 bifurcation for low flows","860.00","10/20/2022","High","Yes","09/07/2021","Yes","05/01/2012","05/30/2023","Conditionally Satisfactory","Conditional Full Storage","DSM","No","COLORADO RIVER WATER CONSERVATION DISTRICT (CAUSEY, HUNTER)","HUNTER CAUSEY","DSM","06/01/2023 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500133",
"500135","PINNEY","PINNEY RANCH RESERVOIR","","5003670","Non-Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","81.0 W","30","SW","SW","370770.0","4440916.0","40.108636","-106.516332","GPS","BURKE SPRING CREEK","KREMMLING","18","","","N","N","RE","250.00","11.50","0.00","20","4","0","0.00","18 CMP","0.00","","Low","Not Required","","No","","04/10/1986","","","","No","LUKE ANTHONY","LUKE ANTHONY","DSM","04/26/2022 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500135",
"500136","LEWIS","","CO02930","","Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","81.0 W","17","SW","SW","372874.0","4453030.0","40.218061","-106.494043","GPS","PINTO CREEK","KREMMLING","19","2006","I","N","N","RE","500.00","18.00","8350.10","69","9","187","142.00","12 CMP, NEW SAND DIAPHRAGM","5.80","01/01/2005","Low","Not Required","","No","","10/08/2019","Conditionally Satisfactory","Conditional Full Storage","DSM","No","WINGSPREAD WEST, LLC (STOLZ, WHIT)","WHIT STOLZ","DSM","01/02/2014 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500136",
"500137","VOLT NO. 1 DAM","VOLT #1","","","Non-Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","81.0 W","20","","","","","","","","BURKE SPRING CREEK","","","","","","","","","10.00","","","","","","","","","Low","","","No","","","","","","No","VOLT, MARK & AUDREY ","MARK & AUDREY VOLT","","03/01/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500137",
"500138","GORE LAKES RANCH RESERVOIR NO. 1 DAM","","","5003682","Non-Jurisdictional Dam","Active","5","50","GRAND","S","2.0 N","81.0 W","30","NW","SW","370678.2","4441560.0","40.114422","-106.517540","User supplied","BURKE SPRING CREEK","","","","","","","","","10.00","","","","","","","","","Low","","","No","","","","","","No","PETERS, KURT F.","KURT F. PETERS","","03/29/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500138",
"500139","AJ POND DAM","PINTO VALLEY POND A","","5003690","Non-Jurisdictional Dam","Active","5","50","GRAND","S","3.0 N","81.0 W","27","NE","NW","376649.0","4450983.0","40.200189","-106.449298","User supplied","PINTO CREEK","","","","","","","","","10.00","","","","","","","","","Low","","","No","","","","","","No","INGRAM HOMESTEAD, LLC","","","03/30/2021 00:00","https://dwr.state.co.us/Tools/DamSafety/Details/500139",
